Make,Model,Year,Country of Origin,Transmission,Engine Type,Engine Size (L),Mileage (km),Condition,Previous Owners,Additional Features,Resale Value (Ksh)
Mercedes,GLA,2018,Germany,Manual,Petrol,3.0,157362,Fair,3,Backup Camera,1653992
Honda,Civic,2021,Japan,Manual,Diesel,1.6,160043,Very Good,3,Leather Seats,1300182
Mercedes,C-Class,2009,Germany,Manual,Petrol,4.0,15514,Fair,1,None,1883258
Toyota,Corolla,2019,Japan,Automatic,Diesel,1.8,53701,Excellent,4,Bluetooth,1475179
Nissan,Juke,2006,Japan,Automatic,Diesel,1.8,98728,Fair,4,Backup Camera,470323
Mercedes,E-Class,2003,Germany,Manual,Petrol,2.5,122659,Poor,4,Heated Seats,770962
Volkswagen,Passat,2010,Germany,Manual,Petrol,3.0,17805,Poor,2,Sunroof,1132722
Ford,Fiesta,2020,USA,Manual,Petrol,1.8,68422,Poor,5,Heated Seats,730375
Volkswagen,Polo,2013,Germany,Automatic,Diesel,3.0,123933,Very Good,1,GPS,2046110
Mercedes,E-Class,2001,Germany,Automatic,Petrol,4.0,15108,Excellent,2,Leather Seats,2437984
Nissan,Navara,2018,Japan,Manual,Petrol,2.5,42725,Excellent,1,Heated Seats,1615425
BMW,X3,2022,Germany,Automatic,Petrol,3.2,144024,Very Good,1,Backup Camera,3196559
Volkswagen,Passat,2008,Germany,Manual,Diesel,1.4,94037,Poor,5,Backup Camera,970632
Toyota,Camry,2008,Japan,Manual,Diesel,1.4,110105,Fair,0,Bluetooth,516107
Ford,Focus,2001,USA,Manual,Diesel,2.5,29610,Very Good,1,Heated Seats,576181
Ford,Fiesta,2014,USA,Manual,Diesel,3.0,119205,Poor,5,Heated Seats,426003
Volkswagen,Golf,2012,Germany,Automatic,Petrol,1.4,10210,Excellent,3,Backup Camera,2433126
Ford,Fiesta,2006,USA,Automatic,Diesel,4.0,83686,Poor,0,Heated Seats,674198
BMW,5 Series,2002,Germany,Automatic,Petrol,1.4,129281,Very Good,1,Backup Camera,1471691
Nissan,Navara,2004,Japan,Automatic,Petrol,1.6,117196,Fair,5,Leather Seats,250670
Toyota,RAV4,2004,Japan,Manual,Diesel,1.4,188357,Excellent,5,Backup Camera,555935
Subaru,Impreza,2012,Japan,Automatic,Diesel,2.5,155291,Fair,4,Heated Seats,686954
Volkswagen,Polo,2017,Germany,Automatic,Diesel,3.2,15140,Fair,4,Leather Seats,2185212
Nissan,Qashqai,2014,Japan,Automatic,Diesel,3.2,69216,Good,5,None,1435968
Subaru,XV,2003,Japan,Manual,Petrol,1.8,190074,Good,4,GPS,307092
Ford,Fiesta,2006,USA,Manual,Diesel,1.4,10439,Fair,0,Heated Seats,543501
Mercedes,GLE,2022,Germany,Automatic,Petrol,3.2,154590,Poor,5,Leather Seats,1737744
BMW,X3,2015,Germany,Manual,Petrol,1.8,181829,Fair,3,GPS,1594749
Nissan,Qashqai,2017,Japan,Manual,Diesel,3.0,42762,Very Good,3,Sunroof,1422314
Toyota,RAV4,2021,Japan,Automatic,Petrol,2.0,37451,Good,4,Leather Seats,1428272
Honda,CR-V,2003,Japan,Manual,Diesel,1.4,186807,Fair,3,Heated Seats,297677
Nissan,Juke,2016,Japan,Manual,Diesel,3.0,64871,Fair,0,Heated Seats,880543
Volkswagen,Polo,2000,Germany,Automatic,Petrol,2.0,23116,Poor,3,None,831490
Nissan,Navara,2015,Japan,Manual,Petrol,4.0,75680,Very Good,0,Leather Seats,1816212
Toyota,Corolla,2023,Japan,Automatic,Petrol,1.6,157102,Poor,3,Leather Seats,729077
Mercedes,GLE,2023,Germany,Automatic,Diesel,1.4,12068,Fair,5,Leather Seats,1960201
Toyota,Corolla,2011,Japan,Manual,Diesel,3.2,179441,Good,1,Heated Seats,1435605
Honda,Accord,2023,Japan,Automatic,Petrol,4.0,139293,Good,2,Sunroof,1841062
BMW,3 Series,2011,Germany,Manual,Petrol,3.2,133191,Poor,1,Backup Camera,1411762
Ford,Explorer,2022,USA,Manual,Petrol,3.2,173572,Poor,5,Heated Seats,1106885
BMW,X3,2008,Germany,Manual,Petrol,3.0,179093,Fair,1,Backup Camera,1366939
Subaru,Outback,2018,Japan,Automatic,Diesel,2.5,179199,Excellent,3,Sunroof,1403466
Toyota,RAV4,2016,Japan,Automatic,Petrol,3.2,184351,Very Good,1,Bluetooth,1684085
Toyota,Camry,2023,Japan,Automatic,Diesel,1.8,22687,Poor,3,None,931728
Ford,Focus,2017,USA,Automatic,Petrol,4.0,166021,Excellent,0,GPS,2031274
Ford,Explorer,2001,USA,Automatic,Diesel,2.0,139759,Fair,0,None,271881
Volkswagen,Golf,2014,Germany,Automatic,Petrol,1.8,102771,Good,0,Backup Camera,2014703
Subaru,XV,2009,Japan,Manual,Petrol,1.4,122896,Good,0,Backup Camera,758433
Toyota,Camry,2017,Japan,Automatic,Petrol,1.6,60653,Fair,2,Heated Seats,878297
Ford,Fiesta,2014,USA,Automatic,Petrol,2.0,157250,Very Good,4,Leather Seats,1091876
Nissan,Qashqai,2012,Japan,Manual,Petrol,4.0,66210,Very Good,1,Backup Camera,1615866
BMW,5 Series,2005,Germany,Automatic,Diesel,2.5,122227,Excellent,5,None,1749284
Toyota,Camry,2003,Japan,Manual,Diesel,3.0,199845,Poor,1,None,352968
Volkswagen,Polo,2012,Germany,Manual,Petrol,1.8,174207,Very Good,3,Leather Seats,1896485
Nissan,Juke,2007,Japan,Manual,Petrol,1.8,73473,Good,1,GPS,786271
Volkswagen,Polo,2002,Germany,Automatic,Petrol,2.5,116388,Good,0,Leather Seats,1461315
Ford,Focus,2012,USA,Manual,Petrol,3.2,102763,Very Good,0,Backup Camera,1459599
Subaru,Impreza,2021,Japan,Automatic,Petrol,2.5,44643,Fair,5,Bluetooth,1088749
Nissan,Juke,2020,Japan,Automatic,Petrol,1.8,32498,Poor,3,Heated Seats,759081
Subaru,Impreza,2016,Japan,Manual,Diesel,1.8,138381,Poor,1,GPS,602427
Ford,Ranger,2002,USA,Automatic,Petrol,3.0,39497,Good,0,GPS,692193
Subaru,Impreza,2017,Japan,Manual,Petrol,1.6,84814,Poor,2,Backup Camera,604852
Honda,CR-V,2020,Japan,Manual,Petrol,3.2,70282,Good,3,None,1821894
Honda,CR-V,2016,Japan,Manual,Diesel,1.6,68907,Very Good,0,GPS,1257252
Nissan,X-Trail,2023,Japan,Automatic,Diesel,3.0,39106,Very Good,2,Leather Seats,1782999
Volkswagen,Tiguan,2001,Germany,Manual,Petrol,1.8,89262,Excellent,3,None,1581419
BMW,X3,2020,Germany,Automatic,Diesel,1.8,140548,Fair,4,None,1836038
Honda,Accord,2008,Japan,Automatic,Diesel,2.0,91459,Good,2,Heated Seats,699682
Subaru,Forester,2018,Japan,Automatic,Petrol,2.5,77757,Very Good,3,Heated Seats,1249193
Ford,Explorer,2019,USA,Manual,Diesel,2.0,66799,Excellent,1,GPS,1668587
Volkswagen,Golf,2000,Germany,Manual,Diesel,4.0,85160,Good,5,Leather Seats,1782644
Mercedes,GLE,2007,Germany,Manual,Petrol,1.8,187565,Fair,2,Sunroof,1298067
Ford,Explorer,2013,USA,Automatic,Petrol,4.0,168393,Excellent,3,Bluetooth,1724730
Toyota,Corolla,2012,Japan,Automatic,Petrol,2.5,57556,Good,3,Heated Seats,953957
Nissan,X-Trail,2014,Japan,Manual,Petrol,1.4,85023,Excellent,5,GPS,1150783
Ford,Explorer,2023,USA,Manual,Diesel,2.0,86573,Poor,1,Bluetooth,915268
Volkswagen,Tiguan,2016,Germany,Manual,Diesel,1.6,177915,Fair,4,Bluetooth,1616113
BMW,3 Series,2018,Germany,Manual,Petrol,3.0,52908,Very Good,4,Leather Seats,2421725
Volkswagen,Golf,2008,Germany,Automatic,Petrol,4.0,59566,Fair,4,None,1656855
Mercedes,C-Class,2022,Germany,Automatic,Diesel,2.0,122312,Excellent,3,Leather Seats,2876960
Ford,Focus,2009,USA,Manual,Diesel,2.5,183141,Poor,4,GPS,302604
Toyota,Land Cruiser,2020,Japan,Manual,Diesel,1.6,113662,Fair,1,None,1139756
Nissan,Juke,2000,Japan,Manual,Petrol,3.2,9568,Very Good,5,Bluetooth,946767
BMW,X3,2012,Germany,Automatic,Petrol,2.5,192037,Very Good,4,Heated Seats,2059600
Subaru,XV,2023,Japan,Manual,Petrol,2.5,30111,Poor,2,GPS,1001924
Nissan,X-Trail,2007,Japan,Manual,Diesel,4.0,8951,Good,5,Sunroof,1153721
Honda,Civic,2006,Japan,Manual,Diesel,3.2,81505,Good,5,Heated Seats,1035184
Volkswagen,Polo,2006,Germany,Manual,Petrol,2.0,173036,Good,1,Leather Seats,1578089
Subaru,Forester,2005,Japan,Manual,Diesel,2.0,114179,Good,3,None,420083
Ford,Focus,2000,USA,Automatic,Diesel,3.2,110300,Good,5,Leather Seats,625853
Volkswagen,Tiguan,2019,Germany,Manual,Diesel,3.2,89307,Very Good,2,Leather Seats,3112958
Mercedes,GLA,2020,Germany,Automatic,Petrol,1.8,29531,Poor,4,None,1375646
Ford,Fiesta,2004,USA,Manual,Diesel,1.4,125026,Excellent,1,Sunroof,601121
Nissan,Navara,2021,Japan,Automatic,Diesel,4.0,108523,Excellent,0,Leather Seats,2278304
Ford,Ranger,2012,USA,Automatic,Diesel,3.2,199993,Excellent,4,Heated Seats,1578868
Ford,Focus,2018,USA,Manual,Diesel,3.2,18947,Fair,0,Heated Seats,1575523
Subaru,Outback,2000,Japan,Automatic,Diesel,2.0,85345,Excellent,0,GPS,502520
BMW,5 Series,2002,Germany,Manual,Petrol,1.4,110908,Fair,1,Leather Seats,1071139
Nissan,Juke,2007,Japan,Manual,Petrol,3.0,164218,Very Good,3,Leather Seats,536974
Mercedes,GLE,2018,Germany,Automatic,Diesel,4.0,63747,Fair,0,Heated Seats,2175334
BMW,X5,2009,Germany,Manual,Petrol,2.5,100098,Excellent,4,GPS,1996102
Volkswagen,Golf,2018,Germany,Automatic,Diesel,4.0,168922,Excellent,4,Bluetooth,3085240
Honda,Accord,2011,Japan,Automatic,Petrol,4.0,110058,Fair,3,None,996032
Toyota,RAV4,2023,Japan,Manual,Petrol,1.4,142722,Very Good,2,Bluetooth,1484979
Nissan,Juke,2014,Japan,Automatic,Petrol,3.2,111791,Very Good,2,Bluetooth,1509403
Subaru,Forester,2005,Japan,Manual,Diesel,2.0,90479,Good,5,Heated Seats,624340
Toyota,Camry,2021,Japan,Automatic,Diesel,1.6,73532,Fair,2,Sunroof,1180929
Nissan,Juke,2007,Japan,Automatic,Diesel,2.5,162354,Excellent,3,Backup Camera,631495
BMW,5 Series,2012,Germany,Manual,Petrol,2.0,60634,Excellent,1,None,2493897
Nissan,Qashqai,2006,Japan,Manual,Diesel,2.5,84374,Very Good,5,None,708390
Mercedes,GLE,2016,Germany,Manual,Diesel,3.2,70004,Good,0,GPS,2648556
BMW,3 Series,2012,Germany,Manual,Petrol,1.8,47324,Fair,0,Bluetooth,1716666
Volkswagen,Tiguan,2010,Germany,Manual,Petrol,1.6,128652,Fair,3,Heated Seats,1304801
Nissan,X-Trail,2017,Japan,Automatic,Diesel,2.0,160693,Very Good,2,GPS,1274483
Nissan,Qashqai,2010,Japan,Manual,Diesel,1.6,118339,Poor,1,Leather Seats,417658
Nissan,Juke,2007,Japan,Automatic,Diesel,2.0,46273,Poor,1,Sunroof,454218
Toyota,RAV4,2010,Japan,Manual,Diesel,2.0,37236,Excellent,1,None,1140054
Nissan,Navara,2012,Japan,Manual,Petrol,1.4,169769,Excellent,5,GPS,1076080
Toyota,Corolla,2013,Japan,Automatic,Petrol,4.0,80792,Very Good,1,Bluetooth,1614055
Volkswagen,Polo,2018,Germany,Manual,Petrol,2.0,145941,Very Good,2,Heated Seats,2290175
Volkswagen,Golf,2006,Germany,Manual,Petrol,2.0,102442,Excellent,3,Backup Camera,1726720
Honda,Fit,2008,Japan,Manual,Diesel,2.5,65662,Poor,0,Bluetooth,408025
Volkswagen,Golf,2015,Germany,Manual,Diesel,2.5,28515,Good,2,None,2252518
Mercedes,GLE,2003,Germany,Automatic,Petrol,3.0,149537,Excellent,4,GPS,1576260
Volkswagen,Golf,2013,Germany,Manual,Petrol,2.5,64549,Excellent,1,Sunroof,2517259
Volkswagen,Tiguan,2004,Germany,Automatic,Petrol,3.2,180357,Excellent,5,Heated Seats,2370857
Nissan,Juke,2006,Japan,Automatic,Petrol,4.0,155663,Poor,5,Backup Camera,627236
Mercedes,C-Class,2021,Germany,Automatic,Petrol,1.8,50534,Poor,4,Backup Camera,1414937
Mercedes,GLE,2019,Germany,Automatic,Petrol,1.4,168981,Good,5,GPS,2205507
Subaru,Forester,2020,Japan,Automatic,Diesel,1.4,133405,Good,5,None,1237266
Toyota,Camry,2021,Japan,Automatic,Petrol,3.0,134677,Poor,0,Backup Camera,718009
BMW,5 Series,2021,Germany,Automatic,Petrol,2.0,43361,Excellent,0,None,3069951
Nissan,Qashqai,2023,Japan,Automatic,Petrol,2.5,153122,Good,1,Leather Seats,1514144
BMW,5 Series,2011,Germany,Automatic,Diesel,2.5,37369,Poor,5,GPS,1171373
Subaru,XV,2007,Japan,Automatic,Diesel,1.8,100022,Poor,3,GPS,310588
Subaru,Forester,2010,Japan,Manual,Diesel,1.6,150486,Excellent,5,Sunroof,871070
Mercedes,C-Class,2011,Germany,Manual,Petrol,1.6,171285,Very Good,2,Heated Seats,2057386
Volkswagen,Passat,2004,Germany,Manual,Petrol,1.6,72785,Poor,0,Sunroof,922891
Ford,Explorer,2003,USA,Manual,Petrol,4.0,108530,Good,2,Leather Seats,967362
Subaru,Outback,2014,Japan,Automatic,Diesel,1.4,55019,Fair,0,GPS,799649
Ford,Focus,2003,USA,Manual,Diesel,4.0,131163,Fair,0,Bluetooth,762259
Toyota,Camry,2004,Japan,Automatic,Petrol,4.0,87324,Very Good,2,Backup Camera,1090288
Nissan,X-Trail,2022,Japan,Automatic,Petrol,1.8,96584,Fair,2,GPS,1208246
Nissan,X-Trail,2019,Japan,Automatic,Petrol,3.2,180601,Fair,3,Bluetooth,1232270
Toyota,Land Cruiser,2014,Japan,Automatic,Petrol,1.6,120307,Good,2,Heated Seats,974769
Nissan,Qashqai,2023,Japan,Automatic,Petrol,1.4,106789,Fair,2,Sunroof,1042049
Volkswagen,Golf,2018,Germany,Automatic,Petrol,1.4,67761,Excellent,4,Bluetooth,2639559
Nissan,X-Trail,2012,Japan,Automatic,Diesel,3.2,114335,Very Good,3,GPS,1412287
Honda,CR-V,2022,Japan,Automatic,Petrol,3.2,177438,Fair,0,Backup Camera,1518386
Ford,Fiesta,2009,USA,Manual,Diesel,1.4,80286,Excellent,5,Bluetooth,847758
Honda,CR-V,2011,Japan,Manual,Diesel,4.0,136362,Fair,1,Bluetooth,1176025
Honda,CR-V,2021,Japan,Automatic,Petrol,1.4,148984,Excellent,0,Heated Seats,1545723
Ford,Explorer,2022,USA,Automatic,Petrol,3.0,145344,Excellent,2,Leather Seats,1725299
BMW,X5,2021,Germany,Automatic,Diesel,1.8,159365,Fair,1,Heated Seats,1947832
Subaru,Forester,2009,Japan,Manual,Diesel,1.4,107154,Poor,2,Backup Camera,314987
Honda,Civic,2021,Japan,Automatic,Petrol,3.0,33184,Excellent,5,Heated Seats,1845572
Ford,Focus,2009,USA,Manual,Diesel,4.0,188867,Excellent,1,Bluetooth,1574398
Nissan,Juke,2021,Japan,Automatic,Petrol,2.0,109238,Excellent,2,Sunroof,1525669
Ford,Focus,2022,USA,Manual,Diesel,3.2,108383,Excellent,4,GPS,2207678
Toyota,Corolla,2006,Japan,Manual,Petrol,1.4,90970,Poor,0,Bluetooth,482377
Toyota,RAV4,2009,Japan,Automatic,Petrol,3.2,170640,Good,3,Backup Camera,1119017
Volkswagen,Polo,2022,Germany,Automatic,Diesel,2.5,59577,Good,3,Bluetooth,2410264
Toyota,RAV4,2001,Japan,Automatic,Diesel,1.4,54028,Good,1,Sunroof,399730
Toyota,Camry,2008,Japan,Manual,Diesel,3.0,131036,Fair,2,Leather Seats,512684
Nissan,Navara,2009,Japan,Manual,Petrol,1.4,32729,Excellent,2,Sunroof,1012010
Toyota,Corolla,2021,Japan,Automatic,Diesel,1.4,38532,Fair,5,Backup Camera,1152472
Subaru,Forester,2014,Japan,Automatic,Petrol,1.8,183624,Poor,5,Bluetooth,500005
BMW,X5,2000,Germany,Manual,Petrol,1.8,128091,Excellent,1,GPS,1612748
Mercedes,C-Class,2015,Germany,Manual,Diesel,1.4,23033,Good,5,Heated Seats,2249038
Nissan,Juke,2001,Japan,Automatic,Diesel,1.4,6904,Very Good,4,GPS,419822
Mercedes,GLA,2021,Germany,Automatic,Diesel,2.0,192618,Good,1,Sunroof,2282200
BMW,X3,2017,Germany,Manual,Petrol,1.8,120712,Very Good,0,GPS,2285770
Subaru,Outback,2000,Japan,Manual,Petrol,3.0,55087,Excellent,5,Sunroof,284038
Toyota,Camry,2013,Japan,Automatic,Diesel,1.8,71059,Very Good,1,Leather Seats,1101339
Mercedes,E-Class,2005,Germany,Manual,Diesel,4.0,155617,Poor,2,Bluetooth,1251772
Toyota,Land Cruiser,2014,Japan,Manual,Diesel,1.4,117898,Fair,2,Sunroof,744299
Volkswagen,Golf,2004,Germany,Automatic,Petrol,2.5,160711,Excellent,1,Leather Seats,1788267
Nissan,Qashqai,2019,Japan,Automatic,Petrol,3.2,147941,Very Good,4,Leather Seats,1750872
Nissan,Qashqai,2017,Japan,Manual,Petrol,1.4,168707,Poor,0,GPS,650641
Subaru,Outback,2000,Japan,Automatic,Diesel,3.0,193699,Excellent,4,Leather Seats,333366
Ford,Fiesta,2003,USA,Automatic,Petrol,2.0,55982,Very Good,1,Backup Camera,690453
Mercedes,GLA,2021,Germany,Manual,Diesel,2.0,44305,Fair,4,Leather Seats,1995634
Volkswagen,Polo,2023,Germany,Automatic,Diesel,2.5,113678,Very Good,5,GPS,2612378
Nissan,X-Trail,2000,Japan,Automatic,Petrol,1.6,15545,Fair,5,Bluetooth,243990
Honda,CR-V,2008,Japan,Automatic,Diesel,3.2,88017,Excellent,4,Backup Camera,1418398
Volkswagen,Tiguan,2023,Germany,Manual,Petrol,2.0,149079,Fair,1,Heated Seats,1991990
Subaru,XV,2022,Japan,Manual,Petrol,1.4,72888,Very Good,4,None,1513989
BMW,5 Series,2023,Germany,Automatic,Diesel,3.2,7882,Good,2,Backup Camera,3113212
Ford,Fiesta,2011,USA,Manual,Diesel,1.4,45146,Poor,5,None,496167
Mercedes,E-Class,2002,Germany,Automatic,Diesel,3.0,156553,Good,3,Backup Camera,1352413
Toyota,Land Cruiser,2016,Japan,Manual,Petrol,2.5,70544,Good,1,Bluetooth,1190034
Toyota,RAV4,2012,Japan,Manual,Petrol,1.6,30557,Fair,2,Backup Camera,924983
Nissan,Qashqai,2003,Japan,Automatic,Diesel,2.5,136105,Fair,5,Backup Camera,176235
Nissan,X-Trail,2013,Japan,Automatic,Petrol,3.0,28261,Fair,4,GPS,846611
BMW,3 Series,2003,Germany,Automatic,Petrol,1.6,70262,Excellent,5,Leather Seats,1781829
Mercedes,C-Class,2002,Germany,Automatic,Petrol,4.0,130468,Very Good,5,GPS,2018350
Subaru,Impreza,2005,Japan,Automatic,Petrol,1.6,36195,Poor,3,None,418686
Subaru,Impreza,2008,Japan,Automatic,Petrol,3.2,49509,Excellent,4,Sunroof,1583924
Mercedes,GLA,2017,Germany,Manual,Diesel,1.6,32838,Poor,3,GPS,1276694
Mercedes,C-Class,2002,Germany,Manual,Diesel,1.4,178069,Excellent,2,Leather Seats,1663437
Subaru,Impreza,2018,Japan,Automatic,Petrol,3.0,79700,Poor,3,Heated Seats,679745
Mercedes,GLE,2006,Germany,Automatic,Diesel,2.0,77243,Good,3,Sunroof,1617482
Ford,Ranger,2004,USA,Manual,Diesel,2.0,98854,Poor,5,Backup Camera,255376
Subaru,XV,2018,Japan,Manual,Petrol,4.0,12186,Good,4,Leather Seats,1716781
Honda,Fit,2004,Japan,Manual,Diesel,3.2,123774,Good,4,Sunroof,812039
Ford,Fiesta,2015,USA,Automatic,Diesel,1.8,19403,Fair,3,GPS,896332
Toyota,Land Cruiser,2007,Japan,Automatic,Petrol,2.0,169838,Fair,1,Heated Seats,600210
Honda,Civic,2002,Japan,Automatic,Petrol,4.0,91014,Poor,5,GPS,561760
Subaru,XV,2014,Japan,Automatic,Diesel,3.0,9080,Excellent,3,None,1339485
Ford,Focus,2022,USA,Automatic,Petrol,1.8,105724,Very Good,0,Heated Seats,1519664
Toyota,Camry,2002,Japan,Manual,Diesel,1.8,71691,Good,1,Bluetooth,443591
Mercedes,GLE,2022,Germany,Automatic,Diesel,4.0,95910,Poor,1,Heated Seats,1793247
Ford,Fiesta,2023,USA,Automatic,Diesel,1.8,39663,Excellent,4,Bluetooth,1972019
Honda,Civic,2013,Japan,Manual,Diesel,2.5,51556,Excellent,5,Sunroof,1237300
Nissan,Juke,2023,Japan,Manual,Petrol,1.6,145463,Fair,4,GPS,1076466
Mercedes,GLE,2008,Germany,Automatic,Diesel,2.5,175520,Good,3,None,1605058
Nissan,Navara,2006,Japan,Automatic,Diesel,3.2,27188,Very Good,0,GPS,1389052
Volkswagen,Golf,2011,Germany,Manual,Petrol,3.0,170351,Poor,0,Leather Seats,1161469
Subaru,Outback,2014,Japan,Automatic,Petrol,3.2,152365,Excellent,5,Leather Seats,1752373
Volkswagen,Golf,2014,Germany,Manual,Diesel,2.0,199127,Good,1,Bluetooth,2056445
Ford,Fiesta,2023,USA,Manual,Diesel,4.0,81932,Fair,0,Backup Camera,1631111
Ford,Ranger,2021,USA,Automatic,Diesel,4.0,160556,Good,5,Leather Seats,1712142
Volkswagen,Tiguan,2021,Germany,Manual,Petrol,3.2,172558,Good,1,None,2823882
Volkswagen,Tiguan,2023,Germany,Automatic,Diesel,4.0,174348,Fair,4,Leather Seats,2209886
Honda,CR-V,2005,Japan,Manual,Diesel,1.4,47020,Poor,0,None,505302
Subaru,Impreza,2007,Japan,Manual,Petrol,3.2,119949,Excellent,1,Heated Seats,1401186
Nissan,Navara,2001,Japan,Automatic,Petrol,2.5,192440,Fair,0,Heated Seats,296090
BMW,X5,2005,Germany,Manual,Diesel,2.5,161248,Very Good,4,Backup Camera,1599974
Toyota,Corolla,2002,Japan,Automatic,Petrol,2.0,95222,Poor,3,Backup Camera,167269
Volkswagen,Golf,2016,Germany,Automatic,Petrol,1.6,15176,Very Good,4,GPS,2492895
Subaru,XV,2013,Japan,Manual,Diesel,1.6,187281,Very Good,5,Sunroof,915668
Nissan,Navara,2016,Japan,Manual,Diesel,4.0,179558,Good,4,None,1511001
BMW,X3,2010,Germany,Automatic,Diesel,2.5,62359,Very Good,4,Bluetooth,2083858
Honda,Fit,2000,Japan,Manual,Diesel,3.0,83707,Poor,1,Bluetooth,271605
Volkswagen,Polo,2013,Germany,Manual,Diesel,3.0,113932,Poor,0,Heated Seats,1179714
Toyota,RAV4,2020,Japan,Automatic,Petrol,2.5,34429,Very Good,4,Backup Camera,1521561
Nissan,X-Trail,2006,Japan,Automatic,Petrol,1.4,182709,Excellent,5,Bluetooth,631152
Nissan,Qashqai,2007,Japan,Automatic,Petrol,2.5,158929,Excellent,4,GPS,616052
BMW,X5,2020,Germany,Automatic,Diesel,2.0,8004,Excellent,2,Heated Seats,2889275
Subaru,Outback,2002,Japan,Automatic,Petrol,2.0,132360,Excellent,2,Heated Seats,382466
Toyota,RAV4,2014,Japan,Manual,Diesel,2.5,110921,Poor,2,Heated Seats,479051
Ford,Explorer,2020,USA,Manual,Diesel,4.0,134464,Poor,5,Heated Seats,894359
BMW,X3,2023,Germany,Manual,Petrol,1.8,128086,Very Good,1,None,2681594
Ford,Fiesta,2004,USA,Manual,Petrol,4.0,65079,Fair,4,Bluetooth,874406
Volkswagen,Polo,2013,Germany,Manual,Diesel,1.6,94029,Poor,5,GPS,1131886
Mercedes,C-Class,2014,Germany,Automatic,Diesel,2.5,97732,Fair,5,GPS,1544430
Mercedes,E-Class,2017,Germany,Manual,Petrol,2.0,88656,Excellent,0,Heated Seats,2625377
Nissan,Navara,2017,Japan,Automatic,Diesel,1.8,184649,Good,1,GPS,1129843
Ford,Fiesta,2001,USA,Manual,Diesel,3.2,184067,Good,4,None,719703
Volkswagen,Polo,2013,Germany,Automatic,Diesel,4.0,162300,Good,2,Heated Seats,2390611
BMW,5 Series,2021,Germany,Manual,Petrol,2.0,150644,Poor,5,Bluetooth,1356474
Mercedes,GLE,2023,Germany,Automatic,Diesel,3.2,96147,Very Good,3,Leather Seats,3202208
Mercedes,E-Class,2012,Germany,Manual,Diesel,4.0,99605,Good,1,Heated Seats,2414891
Volkswagen,Polo,2008,Germany,Automatic,Diesel,3.2,46065,Fair,5,Heated Seats,1775771
Subaru,XV,2003,Japan,Automatic,Diesel,2.0,155038,Poor,3,GPS,263216
Volkswagen,Polo,2016,Germany,Automatic,Diesel,4.0,92630,Good,1,Backup Camera,2728801
Nissan,Qashqai,2000,Japan,Automatic,Diesel,2.5,194234,Excellent,3,Leather Seats,168070
Subaru,XV,2000,Japan,Manual,Petrol,1.8,139813,Fair,3,Backup Camera,143186
Toyota,RAV4,2019,Japan,Manual,Petrol,3.2,34836,Fair,3,Backup Camera,1479953
Ford,Focus,2016,USA,Automatic,Diesel,3.0,184345,Very Good,0,GPS,1277962
Nissan,Navara,2008,Japan,Automatic,Diesel,2.0,98414,Very Good,5,GPS,850398
Nissan,Juke,2012,Japan,Automatic,Diesel,1.6,99840,Excellent,2,Leather Seats,1077143
Volkswagen,Passat,2016,Germany,Manual,Petrol,1.4,86877,Good,3,Backup Camera,2166475
Mercedes,GLA,2011,Germany,Manual,Diesel,1.6,178977,Good,0,Bluetooth,1791285
BMW,X3,2009,Germany,Manual,Petrol,3.0,58661,Good,3,None,1791091
Mercedes,GLE,2003,Germany,Manual,Petrol,1.8,66963,Very Good,5,GPS,1524943
Subaru,Outback,2015,Japan,Automatic,Diesel,1.8,121629,Good,5,GPS,994866
Honda,CR-V,2006,Japan,Automatic,Petrol,2.5,21145,Excellent,3,Bluetooth,917558
Subaru,Forester,2001,Japan,Manual,Petrol,2.0,123003,Excellent,2,Backup Camera,342924
Ford,Ranger,2005,USA,Automatic,Diesel,2.0,20295,Good,3,Backup Camera,719003
Honda,CR-V,2013,Japan,Automatic,Petrol,1.4,34644,Poor,5,Bluetooth,516424
Subaru,Outback,2020,Japan,Automatic,Petrol,3.0,190917,Excellent,5,None,1467106
Honda,Fit,2011,Japan,Manual,Petrol,2.5,150206,Good,3,Backup Camera,770226
Volkswagen,Polo,2020,Germany,Manual,Diesel,2.0,23940,Very Good,2,Backup Camera,2750705
Toyota,Camry,2006,Japan,Manual,Petrol,1.6,62694,Very Good,5,Heated Seats,701130
Volkswagen,Passat,2014,Germany,Automatic,Diesel,3.2,49910,Good,5,Sunroof,2692646
Toyota,Corolla,2007,Japan,Manual,Diesel,1.6,171560,Very Good,1,Heated Seats,748312
Subaru,Impreza,2009,Japan,Automatic,Petrol,1.8,136714,Very Good,5,Sunroof,689428
Mercedes,C-Class,2003,Germany,Manual,Petrol,3.2,183109,Good,4,Sunroof,1847251
Honda,Accord,2018,Japan,Manual,Petrol,1.4,82213,Fair,1,Sunroof,1000065
Nissan,Qashqai,2021,Japan,Manual,Petrol,1.8,87385,Poor,2,Heated Seats,730472
Nissan,Juke,2003,Japan,Automatic,Diesel,3.2,84212,Good,3,Sunroof,876342
Mercedes,GLE,2003,Germany,Automatic,Diesel,2.0,20011,Good,3,Leather Seats,1459749
Mercedes,C-Class,2011,Germany,Manual,Petrol,1.4,163910,Fair,1,None,1487218
Ford,Fiesta,2014,USA,Automatic,Diesel,2.0,26573,Good,3,None,1059248
Toyota,Land Cruiser,2009,Japan,Automatic,Petrol,1.8,179382,Very Good,0,Backup Camera,737939
